Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
36,2,0.35797,0.3177,0.3077,0.2799,0.1625,0.1174,1,4,13,0,1,141,1,0,760,779,33635,20,14,75,13,219,2,11,0,0,4,0,0,7610,0.39,11195,72,1,0,0.53,3,2916.666667,,,,,,,,,0,,16,77739,2774,41228,4,2012,120.47,1807.05,840.76,966.29,-30.43,0,0,0,0,0.9247,0,0,0,49
36,0,0.2951,0.2599,0.2499,0.2437,0.112,0.1317,3,6,7,0,1,34,0,0,660,679,36342,9,7,20,6,345,2,5,1,73,1,1,0,11108,0.63,4814,18,0.7,0,0.1,2,8333.333333,,,,,,,,,0,,34,49827,4500,40690,2,2011,181.28,6139.2,4500,1639.2,-63.07,0,0,0,0,1,0,0,0,49
36,2,0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,3,1,0,1,84,1,0,700,719,32356,7,5,34,2,53,1,2,3,155578,64,0,0,408,0.86,55,29,0.75,1,0.11,4,6000,,,,,,,,,0,,8,96152,4000,41474,3,2013,154.26,1064.82,560.28,504.54,-22.2,0,0,0,0,1,0,0,0,40
36,3,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,5,7,7,1,213,1,0,680,699,32905,4,5,53,3,52,1,3,6,5256,5,1,0,892,0.19,2006,50,0.7,1,0.21,4,5314.25,,,,,,,,,298,30,36,47762,2500,40618,1,2011,108.87,2721.75,1468.11,1253.64,-39.2,0,1031.89,1031.89,0,1,0,0,0,50
36,3,0.32538,0.2859,0.2759,0.2512,0.1375,0.1137,2,2,19,2,1,72,0,0,660,679,36825,8,8,15,6,162,1,2,0,0,0,1,0,3208,0.53,2408,14,1,2,0.26,4,4750,,,,,,,,,190,6,8,94640,4000,41456,3,2013,166.73,166.73,69.6,97.13,-3.4,0,3930.4,3930.4,0,1,0,0,0,42
36,0,0.25861,0.25,0.245,,,,,,0,3,3,,1,1,540,559,32365,,,27,4,164,0,28,3,,5,2,,,,,,,,0.13,6,8583.333333,,,,,,,,,0,,92,2028,2200,38919,3,2006,87.47,2711.61,2200,511.61,-10.23,0,0,0,0,1,0,0,0,38
36,0,0.13109,0.1099,0.0999,0.0983,0.0495,0.0488,5,8,6,22,2,21,1,0,760,779,36802,15,15,36,6,210,2,5,0,0,0,0,0,7168,0.48,7682,28,1,0,0.18,5,6466.666667,1,6,6,0,0,7500,6406.25,-12,0,,37,47313,5600,40598,1,2011,183.31,6106.15,5600,506.15,-46.07,0,0,0,0,1,0,0,0,114
36,3,0.18454,0.17,0.16,,,,,,3,25,2,68,1,0,720,739,35032,14,14,26,9,962,4,11,0,0,0,0,0,33572,0.73,9355,24,1,1,,0,0,1,6,6,0,0,7750,6725.84,0,1918,9,68,33852,4800,39637,3,2008,171.13,684.52,418.38,266.14,-15.66,0,4381.62,4381.62,0,1,0,0,0,115
36,2,0.24246,0.2049,0.1949,0.1808,0.0824,0.0984,4,5,1,2,1,173,0,0,740,759,35962,9,6,28,5,231,1,2,0,0,0,0,0,9404,0.45,11346,27,0.96,0,0.23,5,7500,,,,,,,,,0,,11,88332,22500,41382,2,2013,841.81,8418.1,4923.68,3494.42,-170.55,0,0,0,0,1,0,0,0,1
36,2,0.27776,0.2394,0.2294,0.20961,0.1175,0.09211,3,4,1,0,1,55,0,0,640,659,36367,5,4,10,4,170,0,2,1,7342,15,0,0,5538,0.97,128,9,0.66,1,0.31,1,1061.5,,,,,,,,,0,,2,128164,4000,41661,1,2014,156.81,156.81,75.48,81.33,-3.4,0,0,0,0,1,0,0,0,25
60,2,0.12216,0.1,0.09,0.0886,0.0124,0.0762,7,10,1,1,1,51,0,0,780,799,36502,8,7,14,5,236,0,3,0,0,0,0,0,22554,0.59,15145,14,1,1,0.1,2,10000,,,,,,,,,0,,15,78856,25000,41247,4,2012,531.18,7967.7,5142.71,2824.99,-282.5,0,0,0,0,1,0,0,0,335
36,5,0.33286,0.2932,0.2832,0.2575,0.1425,0.115,2,2,7,0,1,47,0,0,600,619,39787,9,9,9,8,229,1,5,0,0,0,0,0,3726,0.76,535,9,0.88,1,0.12,4,4166.666667,1,9,6,3,0,3000,2428.26,-71,19,,8,95823,4000,41474,3,2013,168.32,1006.7068,445.2,561.5068,-19.27,0,0,0,0,1,0,0,0,1
36,3,0.33553,0.2958,0.2858,0.2727,0.147,0.1257,2,6,7,19,1,117,0,0,660,679,37009,11,9,23,8,138,3,3,0,0,3,0,0,2138,0.05,33982,20,0.6,1,0.35,3,3250,,,,,,,,,579,6,21,67600,4000,41068,2,2012,168.89,168.89,71.64,97.25,-3.29,0,3928.36,3928.36,0,1,0,0,0,11
60,2,0.22283,0.1984,0.1884,0.1765,0.0674,0.1091,4,5,1,26,1,213,1,0,760,779,29905,11,11,22,10,908,3,4,0,0,0,0,0,41278,0.43,52602,21,1,0,0.28,4,5083.333333,,,,,,,,,0,,6,100706,20000,41521,3,2013,528.1,3168.5988,1249.75,1918.8488,-85.32,0,0,0,0,1,0,0,0,1
60,2,0.21166,0.1875,0.1775,0.16463,0.0824,0.08223,4,4,1,0,1,93,1,0,660,679,36678,4,4,7,2,158,0,3,0,0,0,1,0,5008,0.98,50,7,1,0,0.19,3,2916.666667,,,,,,,,,0,,2,124230,10000,41645,1,2014,258.03,252.893,98.78,154.113,-8.49,0,0,0,0,1,0,0,0,1
36,2,0.22773,0.1905,0.1805,0.16717,0.0849,0.08227,4,4,1,27,1,131,1,0,640,659,32930,8,7,50,3,91,1,12,0,0,73,2,0,3120,0.89,380,43,0.72,0,0.19,4,5416.666667,,,,,,,,,0,,1,129999,4500,41675,1,2014,165.07,0,0,0,0,0,0,0,0,1,0,0,0,20
36,0,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,3,1,1,1,127,1,0,640,659,30103,28,28,42,25,807,1,10,0,0,30,0,0,22591,0.86,3031,39,0.89,2,0.4,3,3333.333333,1,10,10,0,0,4000,3049.25,-13,0,,21,67158,4000,41061,2,2012,169.78,5581.71,4000,1581.71,-45.97,0,0,0,0,1,0,0,0,35
36,0,0.35643,0.3199,0.3099,0.2917,0.165,0.1267,1,3,7,9,1,5,1,0,700,719,32711,7,6,19,3,224,3,4,0,0,0,0,0,10173,0.99,43,12,1,2,0.23,5,6250,,,,,,,,,0,,28,56294,4000,40865,4,2011,174.2,4650.78,4000,650.78,-20.34,0,0,0,0,1,0,0,0,48
36,2,0.21372,0.1768,0.1668,0.1639,0.0565,0.1074,5,8,6,9,1,76,0,0,660,679,36738,4,4,11,2,50,2,2,0,0,11,0,0,262,0.32,538,6,0.66,0,0.08,5,7083.333333,,,,,,,,,0,,21,67641,3500,41072,2,2012,125.97,2519.4,1713.99,805.41,-45.55,0,0,0,0,1,0,0,0,34
36,0,0.19178,0.1845,0.1745,,,,,,0,15,3,,1,1,600,619,34881,,,25,4,52,0,4,5,,0,0,,,,,,,,0.13,6,1833.333333,,,,,,,,,0,,88,4647,5000,39035,4,2006,181.89,6183.96,5000,1183.96,-32.97,0,0,0,0,1,0,0,0,146
36,0,0.35858,0.322,0.312,0.1557,0.142,0.1557,2,5,1,0,1,25,0,0,700,719,39628,5,5,11,3,38,0,2,0,0,0,0,0,1007,0.29,1193,5,1,1,0.3,3,2250,,,,,,,,,0,,39,45977,3500,40532,4,2010,152.83,4479.23,3500,979.23,-25.64,0,0,0,0,1,0,0,0,54
36,0,0.08292,0.0755,0.0705,,,,,,0,16,9,,1,1,820,839,32020,,,43,12,617,3,3,0,,0,0,,,,,,,,0.08,6,10833.33333,,,,,,,,,0,,92,1808,2300,38909,3,2006,71.6,2401.65,2300,101.65,-6.73,0,0,0,0,1,0,0,0,21
60,3,0.27462,0.2489,0.2389,0.2332,0.089,0.1442,4,7,18,5,1,166,1,0,680,699,36034,17,15,29,11,1043,0,2,0,0,0,0,0,26085,0.55,10975,26,0.96,2,0.43,4,5416.666667,,,,,,,,,513,8,21,67856,7000,41073,2,2012,205.01,615.03,179.72,435.31,-17.48,0,6820.28,6820.28,0,1,0,0,0,152
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,3,7,28,1,33,1,0,700,719,38615,15,13,23,7,478,1,4,0,0,0,0,0,17878,0.92,833,17,1,3,0.43,4,5196.25,,,,,,,,,0,,24,61584,4000,40973,1,2012,173.71,3995.33,2101.75,1893.58,-59.58,0,0,0,0,1,0,0,0,6
36,2,0.12691,0.099,0.089,0.08619,0.0274,0.05879,6,8,1,22,1,48,1,0,680,699,37870,10,9,18,6,422,0,2,0,0,1,1,0,15615,0.61,8667,18,0.88,3,0.13,2,14833.33333,,,,,,,,,0,,1,130355,20000,41675,1,2014,644.41,644.41,492.52,151.89,-15.34,0,0,0,0,1,0,0,0,1
60,2,0.23718,0.2124,0.2024,0.1988,0.0599,0.1389,5,8,1,15,1,42,0,0,720,739,38720,12,12,15,10,294,0,2,0,0,0,0,0,9760,0.29,23290,14,1,1,0.56,3,2583.333333,,,,,,,,,0,,19,72368,15000,41136,3,2012,407.83,7840.94,3637.86,4203.08,-197.9,0,0,0,0,1,0,0,0,213
36,2,0.23121,0.1939,0.1839,0.1714,0.0749,0.0965,4,6,7,4,1,30,0,0,640,659,36794,2,2,6,2,2,1,4,0,0,0,0,0,0,0,0,6,0.83,0,0.05,1,1500,1,32,32,0,0,2000,0,-22,0,,16,77573,2000,41220,4,2012,73.71,1105.65,696.11,409.54,-21.12,0,0,0,0,1,0,0,0,38
36,2,0.17151,0.1355,0.1255,0.11932,0.0474,0.07192,5,9,1,10,1,189,1,0,640,659,35117,7,5,28,2,279,0,0,2,0,10,0,0,9058,0.9,942,19,0.68,0,0.2,4,6000,1,35,35,0,0,2500,0,,0,,2,128514,4000,41667,1,2014,135.84,134.3551,89.81,44.5451,-3.4,0,0,0,0,1,0,0,0,1
60,2,0.10878,0.0869,0.0769,0.0751,0.0199,0.0552,7,10,2,0,5,192,0,0,800,819,26573,7,7,11,6,148,0,1,0,0,0,0,0,685,0.03,15397,9,1,0,0.22,3,3750,1,14,14,0,0,20000,16608.37,-10,0,,6,102373,10000,41536,3,2013,206.08,1030.4,676.02,354.38,-40.78,0,0,0,0,1,0,0,0,184
36,3,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1,3,13,0,4,12,0,0,720,739,36779,3,3,10,3,56,0,2,0,0,0,0,0,5641,0.22,19359,4,1,1,,7,0,1,11,7,4,0,5000,3802.1,-47,314,7,14,82947,4000,41304,1,2013,172.76,345.52,144.77,200.75,-6.41,0,3855.23,3855.23,0,1,0,0,0,73
36,3,0.20421,0.1895,0.1795,,,,,,1,29,2,193,1,1,560,579,33664,18,17,38,13,739,7,18,0,0,8,2,0,23493,0.7,4259,31,0.7,7,0.36,5,7416.666667,1,6,6,0,0,25000,21862.26,-80,1583,27,74,24554,2932,39455,1,2008,107.4,2225.4,1466.64,758.76,-40.04,0,1465.36,1465.36,0,1,1,0,0,91
36,0,0.15529,0.1338,0.1238,0.1024,0.021,0.1024,6,9,1,1,2,94,1,0,720,739,33508,9,7,31,6,960,0,4,0,0,1,0,0,21044,0.56,9420,28,0.85,0,0.16,2,15000,1,14,14,0,0,15000,10218.19,25,0,,54,38476,10000,40071,3,2009,322.34,12197.15,10000,2197.15,-164.22,0,0,0,0,1,0,0,0,293
36,3,0.26681,0.2287,0.2187,0.2134,0.099,0.1144,3,2,3,30,8,29,1,0,680,699,34268,9,7,21,1,699,0,0,0,0,0,0,0,28228,0.98,502,18,0.77,0,,4,5000,1,29,28,1,0,15000,3813.03,-94,384,12,23,63925,15000,41018,2,2012,579.63,3968.89,1119.05,2849.84,-49.41,-813.65,13880.95,13880.95,1600,1,0,0,0,21
36,2,0.19859,0.162,0.152,0.14256,0.0649,0.07766,4,5,1,0,1,3,0,0,660,679,37149,11,9,31,8,950,1,5,0,0,0,0,0,79487,0.91,7416,29,1,0,0.35,4,4916.666667,,,,,,,,,0,,3,122080,15000,41624,4,2013,528.84,1057.68,649.35,408.33,-25.21,0,0,0,0,1,0,0,0,1
36,3,0.30532,0.2699,0.2599,0.2534,0.112,0.1414,3,6,6,11,1,1,0,0,640,659,37746,4,4,40,3,58,2,5,1,0,7,0,0,2130,0.64,1079,21,0.81,0,,3,2666.666667,,,,,,,,,831,8,31,52871,2000,40786,3,2011,81.64,176.64,37.27,139.37,-1.64,-18.7,1962.73,1962.73,0,1,0,0,0,27
36,2,0.19088,0.1619,0.1519,0.1493,0.052,0.0973,5,6,1,0,1,117,0,0,660,679,34900,13,12,45,7,187,0,6,1,134,0,1,0,6552,0.74,2198,42,0.97,1,0.2,4,4699,1,5,5,0,0,5000,0,15,0,,28,56312,10000,40865,4,2011,352.51,10575.3,8243.31,2331.99,-144.04,0,0,0,0,1,0,0,0,188
36,1,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,2,1,31,1,84,0,0,720,739,31837,16,12,46,12,910,1,9,0,0,0,1,0,9899,0.3,16554,45,1,5,0.54,3,2833.333333,,,,,,,,,167,8,23,64080,4000,41022,2,2012,173.71,521.13,209.75,311.38,-9.81,0,3790.25,3790.25,0,1,0,0,0,13
36,0,0.2832,0.26,0.25,,,,,,1,3,2,27,0,0,640,659,37064,11,8,21,5,198,2,9,0,0,0,0,0,6850,0.79,1416,21,0.85,3,,0,0,,,,,,,,,0,,70,30830,14000,39577,2,2008,564.07,20294.51,14000,6294.51,-242.09,0,0,0,0,1,0,0,0,53
36,0,0.14476,0.1234,0.1134,0.046,0.065,0.046,4,9,1,32,2,279,1,0,660,679,35592,9,9,19,5,359,0,3,0,0,0,0,0,10796,0.94,596,15,0.93,0,0.18,4,5833.333333,1,22,22,0,0,3000,1280.27,1,0,,50,40424,2000,40198,1,2010,66.75,2275.69,2000,275.69,-22.33,0,0,0,0,1,0,0,0,164
36,0,0.34631,0.31,0.3,0.0994,0.183,0.0994,1,5,7,21,2,24,1,0,640,659,31628,8,8,32,4,94,1,3,1,71,0,1,0,1860,0.83,258,15,0.81,0,0.29,4,4666.666667,1,4,4,0,0,6000,0,-25,0,,40,45654,3000,40512,4,2010,129,4349.72,3000,1349.72,-43.53,0,0,0,0,1,0,0,0,80
36,2,0.2837,0.2452,0.2352,0.2294,0.119,0.1104,3,6,6,5,1,23,1,0,700,719,38189,4,3,7,2,0,0,0,0,0,6,5,0,0,0,0,7,0.71,2,0.05,3,3000,,,,,,,,,0,,24,62430,4000,40990,1,2012,158.03,3634.69,2206.12,1428.57,-58.26,0,0,0,0,1,0,0,0,48
36,3,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,3,1,33,1,56,1,0,740,759,37502,10,6,30,3,109,2,4,0,0,0,0,0,3768,0.93,40,16,1,1,0.45,3,2583.333333,,,,,,,,,386,15,23,63730,4000,41016,2,2012,173.71,1518.39,511.84,1006.55,-28.88,-147.65,3488.16,3488.16,0,1,0,0,0,25
36,0,0.30564,0.29,0.28,,,,,,0,0,8,37,0,0,520,539,36252,1,0,19,0,0,0,8,13,6059,25,0,0,0,0,0,14,0.06,1,0.04,4,4166.666667,,,,,,,,,0,,85,7968,3000,39141,1,2007,0,4641.92,2910.09,1731.83,-50.12,-90.58,0,0,0,1,1,0,0,39
36,0,0.16727,0.1601,0.1501,,,,,,0,10,2,27,1,0,660,679,35460,13,13,37,3,355,1,3,0,0,8,0,0,12728,0.9,1372,19,0.84,0,0.16,5,7083.333333,,,,,,,,,0,,79,18696,13400,39325,3,2007,471.17,16590.14,13400,3190.14,-199.26,0,0,0,0,1,0,0,0,337
60,2,0.2214,0.197,0.187,0.17274,0.0899,0.08284,4,6,13,1,1,130,0,0,700,719,35717,11,10,20,7,539,0,2,0,0,0,0,0,21906,0.8,4650,15,1,1,0.27,4,4490.833333,,,,,,,,,0,,3,120538,2000,41614,4,2013,52.65,104.2205,38.7,65.5205,-3.38,0,0,0,0,1,0,0,0,1
60,2,0.19988,0.176,0.166,0.15519,0.0699,0.08529,4,6,1,3,1,232,1,0,700,719,31630,21,19,47,17,1861,1,1,0,0,0,0,0,241819,0.86,38131,44,1,3,0.33,5,7666.666667,,,,,,,,,0,,5,108271,15000,41572,4,2013,377.64,1510.56,634.95,875.61,-49.75,0,0,0,0,1,0,0,0,195
36,0,0.10235,0.0885,0.0785,,,,,,1,1,6,18,0,0,740,759,31888,7,6,11,4,116,1,1,0,0,0,1,0,3754,0.96,113,10,1,0,0.1,3,2500,,,,,,,,,0,,72,28679,2000,39527,1,2008,12.97,2290.05,1999.99,290.06,-32.77,0,0,0,0,1,0,0,0,103
36,2,0.17359,0.1449,0.1349,0.1326,0.0565,0.0761,5,8,8,17,1,44,1,0,720,739,35196,10,10,41,6,79,0,1,0,0,17,1,0,987,0.35,1763,27,0.81,1,0.17,4,4583.333333,,,,,,,,,0,,23,64333,6000,41024,2,2012,206.5,4543,3351.97,1191.03,-82.18,0,0,0,0,1,0,0,0,83
36,2,0.22108,0.184,0.174,0.16162,0.0799,0.08172,4,4,1,15,1,23,0,0,720,739,31525,21,16,51,7,460,3,5,0,0,0,0,0,26927,0.36,32305,47,1,2,0.48,4,6083.333333,,,,,,,,,0,,3,120283,15000,41613,4,2013,545.3,1083.0384,626.64,456.3984,-25.22,0,0,0,0,1,0,0,0,1
60,2,0.18913,0.1655,0.1555,0.14559,0.0674,0.07819,4,3,1,5,1,125,1,0,760,779,32752,10,10,26,7,472,1,3,0,0,0,0,0,82422,0.91,7239,25,1,1,0.32,3,3208.5,,,,,,,,,0,,2,126182,10000,41653,1,2014,246.11,241.5758,105.55,136.0258,-8.49,0,0,0,0,1,0,0,0,1
36,0,0.15428,0.14,0.13,,,,,,4,28,2,180,1,0,700,719,32912,11,10,30,3,263,2,9,0,0,0,1,0,8899,0.89,443,22,0.6,2,0.31,5,6250,,,,,,,,,0,,74,26676,4000,39476,1,2008,136.71,4905.1,3999.98,905.12,-64.64,0,0,0,0,1,0,0,0,67
36,0,0.08718,0.07,0.065,,,,,,0,0,3,,0,0,720,739,36437,,,18,6,143,0,0,0,,0,0,,,,,,,,0.13,6,1666.666667,,,,,,,,,0,,92,1752,1000,38905,3,2006,30.88,1042.75,1000,42.75,-3.06,0,0,0,0,1,0,0,0,11
36,0,0.13223,0.1252,0.1152,,,,,,3,4,2,35,0,0,780,799,34639,7,5,12,6,34,4,6,0,0,0,0,0,14,0,8486,11,1,0,0.19,3,2293.333333,,,,,,,,,0,,66,36711,12000,39707,3,2008,401.56,12835.45,12000,835.45,-66.73,0,0,0,0,1,0,0,0,233
60,2,0.20081,0.1769,0.1669,0.1575,0.0574,0.1001,5,6,1,9,1,93,1,0,720,739,35270,11,11,38,3,219,0,3,0,0,0,0,0,7273,0.5,7227,37,1,1,0.31,5,7916.666667,2,12,12,0,0,26500,0,42,0,,7,100276,15000,41513,3,2013,378.38,2277.55,968.03,1309.52,-62.22,0,0,0,0,1,0,0,0,28
36,2,0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,5,7,0,4,8,0,0,640,659,34313,7,7,24,3,306,0,4,0,0,0,0,0,10425,0.98,34,21,1,0,,7,0,,,,,,,,,0,,34,49793,5000,40689,2,2011,217.74,7185.42,4363.15,2822.27,-88.21,0,0,0,0,1,0,0,0,92
36,2,0.13799,0.1099,0.0999,0.09628,0.0324,0.06388,6,10,1,11,1,107,1,0,800,819,34997,19,18,32,15,614,0,5,0,0,0,0,0,14669,0.14,84513,30,1,0,0.48,4,4333.333333,,,,,,,,,0,,1,131237,14000,41681,1,2014,458.28,0,0,0,0,0,0,0,0,1,0,0,0,1
36,3,0.29743,0.2745,0.2645,,,,,,1,31,2,47,0,0,520,539,33635,3,4,13,2,72,7,18,1,30,5,0,0,1051,1.31,0,10,0.6,1,0.17,3,2946.666667,2,13,13,0,0,5550,2331.4,-80,1966,11,72,28744,2551,39528,1,2008,104.76,613.56,257.91,355.65,-12.96,0,2293.09,2293.09,0,1,0,0,0,67
36,1,0.18824,0.17,0.125,,,,,,0,0,3,,1,1,500,519,33420,,,22,3,55,5,5,9,,20,2,,,,,,,,0.03,6,2916.666667,,,,,,,,,162,12,88,4690,1000,39037,4,2006,35.65,217.61,146.32,71.29,-2.74,0,864.4,853.68,0,1,0,0,0,5
36,2,0.28032,0.2419,0.2319,0.2126,0.1075,0.1051,3,2,7,12,1,7,0,0,660,679,33086,3,3,15,3,55,0,2,1,179,8,1,0,361,0.36,639,13,0.46,0,0.26,3,3000,,,,,,,,,0,,10,90271,10000,41404,2,2013,393.33,3539.97,1856.95,1683.02,-69.57,0,0,0,0,1,0,0,0,1
60,0,0.24754,0.2225,0.2125,0.1952,0.1025,0.0927,3,6,2,29,1,52,1,0,660,679,37174,15,15,24,9,312,0,3,0,0,4,0,0,8296,0.6,4034,21,0.9,2,0.37,4,4833.333333,,,,,,,,,0,,6,101842,10000,41530,3,2013,277.61,10809.1941,10000,809.1941,-36.64,0,0,0,0,1,0,0,0,1
36,0,0.20623,0.1915,0.1815,,,,,,1,0,6,13,0,0,740,759,34851,7,7,22,6,357,0,4,0,0,0,0,0,12440,0.51,11402,22,1,2,,1,833.333333,,,,,,,,,0,,66,36914,12500,39714,3,2008,459.15,16527.36,12499.98,4027.38,-210.3,0,0,0,0,1,0,0,0,161
36,0,0.13012,0.124,0.114,,,,,,2,14,2,117,1,0,680,699,35704,8,8,14,6,702,0,3,0,0,3,0,0,29078,0.89,3055,14,0.78,1,0.34,3,4161.916667,,,,,,,,,0,,72,28715,8600,39527,1,2008,287.29,10373.47,8618.31,1755.16,-141.55,0,0,0,0,1,0,0,0,175
60,2,0.15936,0.1364,0.1264,0.1259,0.0249,0.101,6,8,11,0,1,35,0,0,740,759,36455,9,9,12,7,323,0,2,0,0,0,0,0,8934,0.33,17556,11,1,0,0.3,3,2750,1,24,24,0,0,1500,546.86,48,0,,19,72142,5000,41129,3,2012,115.41,2077.38,1160.33,917.05,-67.24,0,0,0,0,1,0,0,0,31
36,2,0.28544,0.2469,0.2369,0.2165,0.1175,0.099,3,4,1,1,1,70,0,0,640,659,34060,6,6,14,3,150,1,1,0,0,1,0,0,3975,0.92,325,11,0.9,1,0.18,5,7083.333333,,,,,,,,,0,,5,107897,6000,41575,4,2013,237.58,946.2614,465.46,480.8014,-19.64,0,0,0,0,1,0,0,0,1
36,2,0.33215,0.2925,0.2825,0.25691,0.1475,0.10941,2,2,1,2,1,125,0,0,640,659,36580,5,5,20,4,185,0,2,0,0,0,1,0,5635,0.99,23,15,0.73,0,0.12,4,4166.666667,,,,,,,,,0,,5,107711,4000,41572,4,2013,168.17,672.68,288.94,383.74,-13.12,0,0,0,0,1,0,0,0,5
36,0,0.21679,0.1945,0.1845,,,,,,3,11,2,33,0,0,660,679,32540,3,3,28,3,92,5,8,1,0,29,0,0,1632,0.27,4368,18,0.66,0,0.11,3,3333.333333,,,,,,,,,0,,68,33618,3000,39631,3,2008,108.52,3985.53,3000.01,985.52,-50.68,0,0,0,0,1,0,0,0,90
36,2,0.21648,0.1795,0.1695,0.15767,0.0774,0.08027,4,4,1,9,1,551,0,0,660,679,37209,7,7,21,8,354,0,2,1,0,1,1,0,7109,0.31,552,18,0.94,0,0.44,1,1416.666667,,,,,,,,,0,,2,125483,4000,41647,1,2014,144.51,142.5429,83.53,59.0129,-3.4,0,0,0,0,1,0,0,0,1
36,1,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,3,6,14,1,126,1,0,620,639,37001,7,8,30,2,25,5,5,2,1890,23,0,0,72,0.07,928,27,0.75,1,0.35,3,3750,1,3,3,0,0,2000,0,-36,121,6,24,62391,3000,40989,1,2012,127.34,127.34,23.82,103.52,-5.9,0,2976.18,0,764.27,1,0,0,0,31
36,4,0.33973,0.2999,0.2899,0.2766,0.149,0.1276,2,3,2,0,5,111,0,0,600,619,30407,7,6,35,2,50,0,2,0,0,20,1,0,1424,0.94,76,27,0.72,2,0.41,1,1835.416667,1,10,10,0,0,2000,1621.63,-41,11,,24,62579,2500,40995,1,2012,106.12,2244.64,1117.31,1127.33,-37.6,0,0,0,0,1,0,0,0,25
36,0,0.12198,0.1009,0.0909,0.0697,0.021,0.0697,6,9,3,19,2,20,0,1,760,779,37773,6,6,8,6,30,0,1,0,0,0,0,0,1222,0,7176,6,1,1,0.04,4,4833.333333,,,,,,,,,0,,53,38992,5000,40106,4,2009,161.55,5702.8,5000,702.8,-69.65,0,0,0,0,1,1,0,0,255
60,2,0.26877,0.2432,0.2332,0.2148,0.0975,0.1173,3,4,1,30,1,13,0,0,640,659,34341,9,9,28,6,486,0,7,0,0,0,0,0,14383,0.87,1746,24,1,0,0.36,4,4423.333333,,,,,,,,,0,,7,98494,9000,41493,3,2013,260.59,1563.54,484.47,1079.07,-44.36,0,0,0,0,1,0,0,0,8
36,3,0.15882,0.1445,0.1345,,,,,,7,22,2,20,1,0,700,719,35726,7,6,13,4,35,2,24,1,250,12,1,0,1472,0.29,3578,10,0.63,1,0.11,4,4750,,,,,,,,,2057,7,71,29911,2500,39560,2,2008,85.99,171.98,112.3,59.68,-4.13,0,2387.7,2387.7,0,1,0,0,0,85
60,2,0.1963,0.1725,0.1625,0.15163,0.0724,0.07923,4,4,1,7,1,249,1,0,680,699,33161,9,9,45,6,287,3,8,1,1423,36,0,0,7818,0.24,3772,40,0.82,2,0.22,5,6653.916667,,,,,,,,,0,,2,124200,20000,41645,1,2014,499.74,490.2879,206.73,283.5579,-16.99,0,0,0,0,1,0,0,0,1
36,2,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3,7,18,11,1,39,1,0,680,699,35689,2,2,12,2,3,2,2,0,0,6,2,0,3,0,437,10,0.72,0,0.04,3,3750,,,,,,,,,0,,17,76506,3500,41206,4,2012,139.01,2179.16,1143.21,1035.95,-40.37,-70.89,0,0,0,1,0,0,0,37
36,2,0.20053,0.1639,0.1539,0.1452,0.0574,0.0878,5,6,1,34,1,395,1,0,720,739,37253,9,9,17,7,270,1,2,0,0,1,1,0,7981,0.44,9528,13,0.73,0,0.15,2,9416.666667,,,,,,,,,0,,6,101725,22000,41529,3,2013,777.7,4666.2,3128.44,1537.76,-93.82,0,0,0,0,1,0,0,0,113
